CHROM	size
HiC_scaffold_1222	2013
HiC_scaffold_1223	26909
HiC_scaffold_1225	25189
HiC_scaffold_1227	1298
HiC_scaffold_1229	2047
HiC_scaffold_1232	17182
HiC_scaffold_1233	41058
HiC_scaffold_1234	30387
HiC_scaffold_1235	4550
HiC_scaffold_1236	40997
HiC_scaffold_1239	25796
HiC_scaffold_1240	3918
HiC_scaffold_1241	51619
HiC_scaffold_1245	8042
HiC_scaffold_1246	3587
HiC_scaffold_1247	13127
HiC_scaffold_1248	3741
HiC_scaffold_1249	2013
HiC_scaffold_1250	16349
HiC_scaffold_1252	4971
HiC_scaffold_1253	253484
HiC_scaffold_1254	53340
HiC_scaffold_1255	269410
HiC_scaffold_1258	1004
HiC_scaffold_1259	7858
HiC_scaffold_1260	14861
HiC_scaffold_1262	24039
HiC_scaffold_1263	39013
HiC_scaffold_1265	996
HiC_scaffold_1266	36062
HiC_scaffold_1269	252760
HiC_scaffold_1270	10037
HiC_scaffold_1271	1988
HiC_scaffold_1272	34007
HiC_scaffold_1273	46002
HiC_scaffold_1274	23964
HiC_scaffold_1275	32372
HiC_scaffold_1276	20880
HiC_scaffold_1277	19377
HiC_scaffold_1279	19113
HiC_scaffold_1280	19568
HiC_scaffold_1282	25158
HiC_scaffold_1284	27345
HiC_scaffold_1285	2721
HiC_scaffold_1288	12403
HiC_scaffold_1289	5762
HiC_scaffold_1290	9384
HiC_scaffold_1291	12439
HiC_scaffold_1294	15644
HiC_scaffold_1295	16540
HiC_scaffold_1297	634
HiC_scaffold_1299	9755
HiC_scaffold_1300	17976
HiC_scaffold_1301	8187
HiC_scaffold_1303	14331
HiC_scaffold_1304	1651
HiC_scaffold_1306	46533
HiC_scaffold_1307	3034
HiC_scaffold_1308	13013
HiC_scaffold_1309	25161
HiC_scaffold_1310	11024
HiC_scaffold_1312	10366
HiC_scaffold_1313	3514
HiC_scaffold_1314	832
HiC_scaffold_1315	211037
HiC_scaffold_1316	126942
HiC_scaffold_1317	10866
HiC_scaffold_1318	74437
HiC_scaffold_1320	35659
HiC_scaffold_1321	4913
HiC_scaffold_1323	17290
HiC_scaffold_1325	4995
HiC_scaffold_1326	8482
HiC_scaffold_1329	11794
HiC_scaffold_1332	11908
HiC_scaffold_1333	1393
HiC_scaffold_1334	1998
HiC_scaffold_1335	23316
HiC_scaffold_1337	38912
HiC_scaffold_1339	83400
HiC_scaffold_1340	22287
HiC_scaffold_1342	2850
HiC_scaffold_1343	14141
HiC_scaffold_1344	3002
HiC_scaffold_1346	36569
HiC_scaffold_1348	1007
HiC_scaffold_1349	2290
HiC_scaffold_1350	15022
HiC_scaffold_1351	25291
HiC_scaffold_1353	24370
HiC_scaffold_1355	92936
HiC_scaffold_1356	6963
HiC_scaffold_1357	7264
HiC_scaffold_1358	43866
HiC_scaffold_1359	43977
HiC_scaffold_1360	41002
HiC_scaffold_1361	3644
HiC_scaffold_1362	4118
HiC_scaffold_1363	1809
HiC_scaffold_1364	17225
HiC_scaffold_1366	47752
HiC_scaffold_1367	1981
HiC_scaffold_1368	72246
HiC_scaffold_1369	123623
HiC_scaffold_1371	14332
HiC_scaffold_1372	108712
HiC_scaffold_1373	13160
HiC_scaffold_1374	11660
HiC_scaffold_1375	67109
HiC_scaffold_1376	52298
HiC_scaffold_1378	7412
HiC_scaffold_1379	12012
HiC_scaffold_1380	21045
HiC_scaffold_1381	30726
HiC_scaffold_1384	6025
HiC_scaffold_1385	25085
HiC_scaffold_1386	5004
HiC_scaffold_1387	8325
HiC_scaffold_1388	20967
HiC_scaffold_1389	3287
HiC_scaffold_1390	23953
HiC_scaffold_1391	144323
HiC_scaffold_1393	4457
HiC_scaffold_1394	18630
HiC_scaffold_1396	2166
HiC_scaffold_1397	1991
HiC_scaffold_1398	107339
HiC_scaffold_1399	34015
HiC_scaffold_1400	162320
HiC_scaffold_1401	4074
HiC_scaffold_1407	25249
HiC_scaffold_1408	5996
HiC_scaffold_1409	39014
HiC_scaffold_1411	23407
HiC_scaffold_1412	4053
HiC_scaffold_1413	13702
HiC_scaffold_1414	33043
HiC_scaffold_1415	45592
HiC_scaffold_1417	33087
HiC_scaffold_1418	1790
HiC_scaffold_1419	29234
HiC_scaffold_1420	22741
HiC_scaffold_1421	24485
HiC_scaffold_1422	19186
HiC_scaffold_1423	37163
HiC_scaffold_1424	44934
HiC_scaffold_1425	41627
HiC_scaffold_1426	36857
HiC_scaffold_1427	153032
HiC_scaffold_1428	13388
HiC_scaffold_1429	2959
HiC_scaffold_1430	5592
HiC_scaffold_1432	30184
HiC_scaffold_1436	104455
HiC_scaffold_1438	16312
HiC_scaffold_1439	33158
HiC_scaffold_1441	21013
HiC_scaffold_1447	3927
HiC_scaffold_1448	58683
HiC_scaffold_1449	26018
HiC_scaffold_1451	9498
HiC_scaffold_1452	94839
HiC_scaffold_1453	2384
HiC_scaffold_1454	37734
HiC_scaffold_1457	10398
HiC_scaffold_1458	22854
HiC_scaffold_1459	24523
HiC_scaffold_1461	3032
HiC_scaffold_1462	1146
HiC_scaffold_1463	2594
HiC_scaffold_1465	21512
HiC_scaffold_1466	12684
HiC_scaffold_1467	9991
HiC_scaffold_1469	8608
HiC_scaffold_1471	3538
HiC_scaffold_1472	111309
HiC_scaffold_1473	8567
HiC_scaffold_1474	49264
HiC_scaffold_1475	36438
HiC_scaffold_1476	4904
HiC_scaffold_1478	28415
HiC_scaffold_1479	34889
HiC_scaffold_1480	1020
HiC_scaffold_1481	136286
HiC_scaffold_1482	135548
HiC_scaffold_1483	5578
HiC_scaffold_1484	33879
HiC_scaffold_1486	7427
HiC_scaffold_1487	64249
HiC_scaffold_1488	25489
HiC_scaffold_1489	24785
HiC_scaffold_1491	15781
HiC_scaffold_1492	53314
HiC_scaffold_1493	1161
HiC_scaffold_1495	49705
HiC_scaffold_1496	8437
HiC_scaffold_1498	57907
HiC_scaffold_1499	23895
HiC_scaffold_1500	33894
HiC_scaffold_1501	30708
HiC_scaffold_1503	33651
HiC_scaffold_1505	14100
HiC_scaffold_1506	22200
HiC_scaffold_1507	4582
HiC_scaffold_1509	99097
HiC_scaffold_1510	3014
HiC_scaffold_1511	10636
HiC_scaffold_1512	22147
HiC_scaffold_1513	3054
HiC_scaffold_1514	98379
HiC_scaffold_1516	36664
HiC_scaffold_1517	13881
HiC_scaffold_1518	407
HiC_scaffold_1519	1104
HiC_scaffold_1522	1988
HiC_scaffold_1523	66929
HiC_scaffold_1525	6903
HiC_scaffold_1529	17423
HiC_scaffold_1530	22910
HiC_scaffold_1531	2662
HiC_scaffold_1534	58369
HiC_scaffold_1535	1170
HiC_scaffold_1539	57137
HiC_scaffold_1540	72536
HiC_scaffold_1541	21156
HiC_scaffold_1543	22130
HiC_scaffold_1544	5835
HiC_scaffold_1547	1935
HiC_scaffold_1548	23047
HiC_scaffold_1549	83144
HiC_scaffold_1550	36532
HiC_scaffold_1551	4931
HiC_scaffold_1552	10457
HiC_scaffold_1553	1534
HiC_scaffold_1554	1032
HiC_scaffold_1555	10844
HiC_scaffold_1556	88393
HiC_scaffold_1557	6040
HiC_scaffold_1558	9462
HiC_scaffold_1559	2132
HiC_scaffold_1560	1195
HiC_scaffold_1561	7071
HiC_scaffold_1562	5149
HiC_scaffold_1564	18753
HiC_scaffold_1565	3548
HiC_scaffold_1566	4982
HiC_scaffold_1567	3999
HiC_scaffold_1568	1977
HiC_scaffold_1569	1164
HiC_scaffold_1572	64038
HiC_scaffold_1573	8690
HiC_scaffold_1575	40459
HiC_scaffold_1577	63029
HiC_scaffold_1578	1076
HiC_scaffold_1579	108768
HiC_scaffold_1580	617
HiC_scaffold_1581	12304
HiC_scaffold_1582	9748
HiC_scaffold_1583	52222
HiC_scaffold_1584	5738
HiC_scaffold_1587	59707
HiC_scaffold_1589	4084
HiC_scaffold_1590	1809
HiC_scaffold_1593	13864
HiC_scaffold_1594	4992
HiC_scaffold_1595	1286
HiC_scaffold_1596	5008
HiC_scaffold_1599	27682
HiC_scaffold_1600	11244
HiC_scaffold_1602	13989
HiC_scaffold_1603	30917
HiC_scaffold_1604	18320
HiC_scaffold_1605	9187
HiC_scaffold_1606	41804
HiC_scaffold_1607	28551
HiC_scaffold_1609	64152
HiC_scaffold_1610	25933
HiC_scaffold_1611	21551
HiC_scaffold_1613	32964
HiC_scaffold_1614	5070
HiC_scaffold_1615	589
HiC_scaffold_1616	18752
HiC_scaffold_1617	9748
HiC_scaffold_1618	16287
HiC_scaffold_1619	19310
HiC_scaffold_1620	104261
HiC_scaffold_1621	105280
HiC_scaffold_1622	28998
HiC_scaffold_1623	103130
HiC_scaffold_1625	4977
HiC_scaffold_1626	82502
HiC_scaffold_1628	10290
HiC_scaffold_1630	1191
HiC_scaffold_1631	38559
HiC_scaffold_1632	22910
HiC_scaffold_1633	17102
HiC_scaffold_1634	12822
HiC_scaffold_1635	1340
HiC_scaffold_1636	7441
HiC_scaffold_1637	81249
HiC_scaffold_1639	11484
HiC_scaffold_1641	1158
HiC_scaffold_1644	7293
HiC_scaffold_1646	29306
HiC_scaffold_1647	15595
HiC_scaffold_1648	28583
HiC_scaffold_1649	11003
HiC_scaffold_1650	1995
HiC_scaffold_1651	73473
HiC_scaffold_1652	34756
HiC_scaffold_1654	2520
HiC_scaffold_1655	6646
HiC_scaffold_1656	7011
HiC_scaffold_1657	29777
HiC_scaffold_1658	27116
HiC_scaffold_1659	13194
HiC_scaffold_1660	11757
HiC_scaffold_1661	1114
HiC_scaffold_1662	15756
HiC_scaffold_1666	44720
HiC_scaffold_1669	3621
HiC_scaffold_1670	5637
HiC_scaffold_1675	37667
HiC_scaffold_1676	13018
HiC_scaffold_1677	1513
HiC_scaffold_1679	5275
HiC_scaffold_1680	25617
HiC_scaffold_1681	25565
HiC_scaffold_1682	92719
HiC_scaffold_1683	56094
HiC_scaffold_1684	21994
HiC_scaffold_1685	20882
HiC_scaffold_1686	30253
HiC_scaffold_1687	74766
HiC_scaffold_1688	27087
HiC_scaffold_1690	15768
HiC_scaffold_1691	27461
HiC_scaffold_1692	26949
HiC_scaffold_1693	9223
HiC_scaffold_1694	90841
HiC_scaffold_1695	74286
HiC_scaffold_1696	89630
HiC_scaffold_1698	2798
HiC_scaffold_1699	30076
HiC_scaffold_1700	48857
HiC_scaffold_1701	35212
HiC_scaffold_1703	20637
HiC_scaffold_1704	47556
HiC_scaffold_1705	89514
HiC_scaffold_1706	9149
HiC_scaffold_1707	88902
HiC_scaffold_1708	41607
HiC_scaffold_1709	21509
HiC_scaffold_1710	20248
HiC_scaffold_1711	3457
HiC_scaffold_1712	54476
HiC_scaffold_1713	12653
HiC_scaffold_1715	19995
HiC_scaffold_1717	19331
HiC_scaffold_1718	35095
HiC_scaffold_1719	59061
HiC_scaffold_1720	14926
HiC_scaffold_1721	2009
HiC_scaffold_1723	82958
HiC_scaffold_1724	82048
HiC_scaffold_1725	24741
HiC_scaffold_1726	64160
HiC_scaffold_1727	35764
HiC_scaffold_1728	18575
HiC_scaffold_1729	11444
HiC_scaffold_1730	66949
HiC_scaffold_1732	85133
HiC_scaffold_1733	14847
HiC_scaffold_1735	37254
HiC_scaffold_1736	20942
HiC_scaffold_1737	1314
HiC_scaffold_1738	6263
HiC_scaffold_1739	7754
HiC_scaffold_1740	17155
HiC_scaffold_1742	1996
HiC_scaffold_1743	5248
HiC_scaffold_1744	2653
HiC_scaffold_1745	10771
HiC_scaffold_1747	47098
HiC_scaffold_1750	1778
HiC_scaffold_1751	17431
HiC_scaffold_1752	3625
HiC_scaffold_1754	24237
HiC_scaffold_1755	23530
HiC_scaffold_1757	2941
HiC_scaffold_1758	58787
HiC_scaffold_1760	82147
HiC_scaffold_1762	39215
HiC_scaffold_1764	39748
HiC_scaffold_1765	82314
HiC_scaffold_1766	12045
HiC_scaffold_1767	20896
HiC_scaffold_1768	49724
HiC_scaffold_1769	10889
HiC_scaffold_1770	1717
HiC_scaffold_1771	2317
HiC_scaffold_1772	27020
HiC_scaffold_1773	8363
HiC_scaffold_1774	930
HiC_scaffold_1775	55614
HiC_scaffold_1776	6016
HiC_scaffold_1777	80838
HiC_scaffold_1778	80669
HiC_scaffold_1779	80608
HiC_scaffold_1780	1312
HiC_scaffold_1781	14934
HiC_scaffold_1782	16864
HiC_scaffold_1783	59841
HiC_scaffold_1784	57176
HiC_scaffold_1785	7270
HiC_scaffold_1786	16454
HiC_scaffold_1787	14987
HiC_scaffold_1788	18667
HiC_scaffold_1789	38805
HiC_scaffold_1790	3274
HiC_scaffold_1791	25601
HiC_scaffold_1792	31321
HiC_scaffold_1793	2217
HiC_scaffold_1794	79363
HiC_scaffold_1797	4850
HiC_scaffold_1798	56854
HiC_scaffold_1800	53089
HiC_scaffold_1802	75522
HiC_scaffold_1803	77638
HiC_scaffold_1806	77856
HiC_scaffold_1807	41747
HiC_scaffold_1808	55118
HiC_scaffold_1809	79639
HiC_scaffold_1810	19332
HiC_scaffold_1811	7660
HiC_scaffold_1812	4101
HiC_scaffold_1813	23364
HiC_scaffold_1814	46518
HiC_scaffold_1815	19177
HiC_scaffold_1816	54765
HiC_scaffold_1817	40181
HiC_scaffold_1818	27231
HiC_scaffold_1820	32986
HiC_scaffold_1821	45976
HiC_scaffold_1822	4221
HiC_scaffold_1823	1380
HiC_scaffold_1824	38930
HiC_scaffold_1825	22234
HiC_scaffold_1826	50725
HiC_scaffold_1827	11690
HiC_scaffold_1828	3507
HiC_scaffold_1829	25668
HiC_scaffold_1830	30255
HiC_scaffold_1831	21297
HiC_scaffold_1832	1647
HiC_scaffold_1833	23848
HiC_scaffold_1834	2009
HiC_scaffold_1835	6029
HiC_scaffold_1836	5677
HiC_scaffold_1837	52456
HiC_scaffold_1838	74668
HiC_scaffold_1839	53121
HiC_scaffold_1840	5223
HiC_scaffold_1841	26073
HiC_scaffold_1842	20091
HiC_scaffold_1843	16915
HiC_scaffold_1844	74671
HiC_scaffold_1846	5559
HiC_scaffold_1847	5441
HiC_scaffold_1848	41975
HiC_scaffold_1850	17678
HiC_scaffold_1851	5121
HiC_scaffold_1855	72227
HiC_scaffold_1856	73983
HiC_scaffold_1857	73917
HiC_scaffold_1858	73607
HiC_scaffold_1859	72830
HiC_scaffold_1860	9142
HiC_scaffold_1861	39830
HiC_scaffold_1862	71972
HiC_scaffold_1863	18632
HiC_scaffold_1864	4551
HiC_scaffold_1865	1996
HiC_scaffold_1866	4328
HiC_scaffold_1867	27644
HiC_scaffold_1868	11975
HiC_scaffold_1869	12660
HiC_scaffold_1870	31020
HiC_scaffold_1871	68534
HiC_scaffold_1873	35078
HiC_scaffold_1874	24297
HiC_scaffold_1875	5677
HiC_scaffold_1876	70980
HiC_scaffold_1877	20660
HiC_scaffold_1878	2252
HiC_scaffold_1879	7015
HiC_scaffold_1880	2868
HiC_scaffold_1881	71499
HiC_scaffold_1882	22745
HiC_scaffold_1883	72220
HiC_scaffold_1884	15531
HiC_scaffold_1886	49415
HiC_scaffold_1887	1783
HiC_scaffold_1888	15204
HiC_scaffold_1889	40267
HiC_scaffold_1890	40447
HiC_scaffold_1891	1541
HiC_scaffold_1894	41024
HiC_scaffold_1895	70213
HiC_scaffold_1896	68222
HiC_scaffold_1897	44480
HiC_scaffold_1899	13937
HiC_scaffold_1900	14451
HiC_scaffold_1901	13682
HiC_scaffold_1903	23959
HiC_scaffold_1904	15847
HiC_scaffold_1906	23991
HiC_scaffold_1907	69186
HiC_scaffold_1908	46314
HiC_scaffold_1909	69248
HiC_scaffold_1912	19782
HiC_scaffold_1914	31600
HiC_scaffold_1915	1212
HiC_scaffold_1916	8262
HiC_scaffold_1917	23591
HiC_scaffold_1918	2376
HiC_scaffold_1919	67269
HiC_scaffold_1920	40587
HiC_scaffold_1921	31739
HiC_scaffold_1922	40764
HiC_scaffold_1924	1423
HiC_scaffold_1925	49274
HiC_scaffold_1926	24130
HiC_scaffold_1929	11093
HiC_scaffold_1930	15728
HiC_scaffold_1931	8411
HiC_scaffold_1932	8510
HiC_scaffold_1934	25862
HiC_scaffold_1935	67943
HiC_scaffold_1936	69348
HiC_scaffold_1937	68014
HiC_scaffold_1939	67293
HiC_scaffold_1940	67842
HiC_scaffold_1941	42207
HiC_scaffold_1942	25505
HiC_scaffold_1943	67280
HiC_scaffold_1944	67375
HiC_scaffold_1945	8437
HiC_scaffold_1947	27563
HiC_scaffold_1948	69085
HiC_scaffold_1949	7383
HiC_scaffold_1950	30957
HiC_scaffold_1951	2531
HiC_scaffold_1953	23229
HiC_scaffold_1955	39632
HiC_scaffold_1956	31821
HiC_scaffold_1957	24615
HiC_scaffold_1958	67072
HiC_scaffold_1960	8837
HiC_scaffold_1961	20713
HiC_scaffold_1962	15892
HiC_scaffold_1963	2392
HiC_scaffold_1965	12056
HiC_scaffold_1967	66154
HiC_scaffold_1968	9567
HiC_scaffold_1969	8443
HiC_scaffold_1972	30001
HiC_scaffold_1974	6133
HiC_scaffold_1975	44490
HiC_scaffold_1976	9407
HiC_scaffold_1978	66410
HiC_scaffold_1979	18039
HiC_scaffold_1980	22520
HiC_scaffold_1981	66031
HiC_scaffold_1982	36214
HiC_scaffold_1983	18428
HiC_scaffold_1986	7930
HiC_scaffold_1987	22720
HiC_scaffold_1988	25883
HiC_scaffold_1989	47106
HiC_scaffold_1990	65625
HiC_scaffold_1991	19620
HiC_scaffold_1992	21671
HiC_scaffold_1993	12269
HiC_scaffold_1994	28212
HiC_scaffold_1995	29966
HiC_scaffold_1996	12963
HiC_scaffold_1997	2166
HiC_scaffold_1998	13296
HiC_scaffold_1999	3054
HiC_scaffold_2000	1117
HiC_scaffold_2001	25852
HiC_scaffold_2002	33575
HiC_scaffold_2003	11756
HiC_scaffold_2004	65081
HiC_scaffold_2005	33189
HiC_scaffold_2006	17014
HiC_scaffold_2007	2989
HiC_scaffold_2008	64851
HiC_scaffold_2011	8590
HiC_scaffold_2012	28152
HiC_scaffold_2013	41985
HiC_scaffold_2014	9340
HiC_scaffold_2015	3238
HiC_scaffold_2017	61180
HiC_scaffold_2019	13928
HiC_scaffold_2020	62983
HiC_scaffold_2021	19320
HiC_scaffold_2022	63425
HiC_scaffold_2023	11308
HiC_scaffold_2024	34298
HiC_scaffold_2025	33551
HiC_scaffold_2026	961
HiC_scaffold_2027	16872
HiC_scaffold_2028	12567
HiC_scaffold_2029	18811
HiC_scaffold_2030	898
HiC_scaffold_2031	62195
HiC_scaffold_2032	62229
HiC_scaffold_2033	1560
HiC_scaffold_2034	3201
HiC_scaffold_2035	40574
HiC_scaffold_2037	18946
HiC_scaffold_2038	39459
HiC_scaffold_2039	20099
HiC_scaffold_2041	61432
HiC_scaffold_2042	21976
HiC_scaffold_2043	21800
HiC_scaffold_2044	1079
HiC_scaffold_2046	35333
HiC_scaffold_2048	15925
HiC_scaffold_2049	9876
HiC_scaffold_2050	61012
HiC_scaffold_2051	60827
HiC_scaffold_2052	21327
HiC_scaffold_2053	22264
HiC_scaffold_2054	60844
HiC_scaffold_2055	60829
HiC_scaffold_2056	44742
HiC_scaffold_2057	60704
HiC_scaffold_2058	12090
HiC_scaffold_2059	30818
HiC_scaffold_2060	36439
HiC_scaffold_2061	60399
HiC_scaffold_2063	21214
HiC_scaffold_2064	60194
HiC_scaffold_2067	5467
HiC_scaffold_2069	21612
HiC_scaffold_2071	26667
HiC_scaffold_2072	40261
HiC_scaffold_2073	6810
HiC_scaffold_2074	30683
HiC_scaffold_2075	12250
HiC_scaffold_2076	37871
HiC_scaffold_2078	12029
HiC_scaffold_2080	22539
HiC_scaffold_2082	8471
HiC_scaffold_2083	21279
HiC_scaffold_2084	31921
HiC_scaffold_2086	59621
HiC_scaffold_2087	59208
HiC_scaffold_2088	42496
HiC_scaffold_2089	58816
HiC_scaffold_2090	30632
HiC_scaffold_2091	7489
HiC_scaffold_2092	32544
HiC_scaffold_2093	58863
HiC_scaffold_2094	20549
HiC_scaffold_2095	13062
HiC_scaffold_2096	57438
HiC_scaffold_2097	22586
HiC_scaffold_2098	41468
HiC_scaffold_2099	58247
HiC_scaffold_2100	35425
HiC_scaffold_2101	58033
HiC_scaffold_2102	57845
HiC_scaffold_2103	58911
HiC_scaffold_2104	57795
HiC_scaffold_2105	32368
HiC_scaffold_2106	11013
HiC_scaffold_2108	58741
HiC_scaffold_2111	26145
HiC_scaffold_2113	34755
HiC_scaffold_2114	3265
HiC_scaffold_2115	14196
HiC_scaffold_2116	29368
HiC_scaffold_2117	57222
HiC_scaffold_2118	3878
HiC_scaffold_2119	11040
HiC_scaffold_2120	57215
HiC_scaffold_2121	11034
HiC_scaffold_2122	57134
HiC_scaffold_2124	57076
HiC_scaffold_2125	57112
HiC_scaffold_2126	56986
HiC_scaffold_2127	21562
HiC_scaffold_2130	56863
HiC_scaffold_2132	26779
HiC_scaffold_2134	36882
HiC_scaffold_2136	21256
HiC_scaffold_2137	56485
HiC_scaffold_2138	28246
HiC_scaffold_2139	25140
HiC_scaffold_2141	56654
HiC_scaffold_2143	1090
HiC_scaffold_2144	17952
HiC_scaffold_2145	56062
HiC_scaffold_2146	32432
HiC_scaffold_2149	36131
HiC_scaffold_2150	14065
HiC_scaffold_2151	55899
HiC_scaffold_2152	30556
HiC_scaffold_2155	55510
HiC_scaffold_2156	20098
HiC_scaffold_2157	27531
HiC_scaffold_2158	55598
HiC_scaffold_2160	33260
HiC_scaffold_2161	21457
HiC_scaffold_2162	55190
HiC_scaffold_2163	8824
HiC_scaffold_2164	32204
HiC_scaffold_2166	55198
HiC_scaffold_2167	55362
HiC_scaffold_2168	55238
HiC_scaffold_2169	37277
HiC_scaffold_2170	54705
HiC_scaffold_2171	35987
HiC_scaffold_2173	55065
HiC_scaffold_2174	28267
HiC_scaffold_2175	1159
HiC_scaffold_2176	54633
HiC_scaffold_2178	54923
HiC_scaffold_2179	53393
HiC_scaffold_2180	2033
HiC_scaffold_2181	16496
HiC_scaffold_2182	54483
HiC_scaffold_2183	28657
HiC_scaffold_2184	22377
HiC_scaffold_2185	33168
HiC_scaffold_2186	32666
HiC_scaffold_2191	54592
HiC_scaffold_2192	52048
HiC_scaffold_2194	32254
HiC_scaffold_2195	24140
HiC_scaffold_2197	29457
HiC_scaffold_2198	52640
HiC_scaffold_2201	25229
HiC_scaffold_2202	10559
HiC_scaffold_2203	29802
HiC_scaffold_2204	30077
HiC_scaffold_2205	29844
HiC_scaffold_2206	5807
HiC_scaffold_2207	14606
HiC_scaffold_2208	13772
HiC_scaffold_2209	1131
HiC_scaffold_2211	35813
HiC_scaffold_2212	10820
HiC_scaffold_2213	53735
HiC_scaffold_2214	14179
HiC_scaffold_2216	5373
HiC_scaffold_2217	37443
HiC_scaffold_2219	52949
HiC_scaffold_2220	24144
HiC_scaffold_2221	6543
HiC_scaffold_2222	53057
HiC_scaffold_2223	7417
HiC_scaffold_2225	15301
HiC_scaffold_2226	53304
HiC_scaffold_2227	16793
HiC_scaffold_2228	32401
HiC_scaffold_2229	2183
HiC_scaffold_2230	52944
HiC_scaffold_2231	52926
HiC_scaffold_2232	51672
HiC_scaffold_2233	52747
HiC_scaffold_2234	1377
HiC_scaffold_2235	19031
HiC_scaffold_2236	26773
HiC_scaffold_2238	24264
HiC_scaffold_2239	10638
HiC_scaffold_2241	50822
HiC_scaffold_2242	52177
HiC_scaffold_2243	11269
HiC_scaffold_2244	7562
HiC_scaffold_2245	52370
HiC_scaffold_2247	51971
HiC_scaffold_2248	6869
HiC_scaffold_2249	52436
HiC_scaffold_2250	50395
HiC_scaffold_2251	30676
HiC_scaffold_2252	14951
HiC_scaffold_2253	51656
HiC_scaffold_2254	50715
HiC_scaffold_2255	9457
HiC_scaffold_2257	51581
HiC_scaffold_2258	19192
HiC_scaffold_2259	1378
HiC_scaffold_2260	51404
HiC_scaffold_2261	3549
HiC_scaffold_2262	8052
HiC_scaffold_2267	51145
HiC_scaffold_2269	50829
HiC_scaffold_2271	36180
HiC_scaffold_2272	30869
HiC_scaffold_2273	11351
HiC_scaffold_2274	51362
HiC_scaffold_2277	21381
HiC_scaffold_2278	15135
HiC_scaffold_2279	5664
HiC_scaffold_2281	33192
HiC_scaffold_2282	1151
HiC_scaffold_2284	7613
HiC_scaffold_2285	19852
HiC_scaffold_2287	50510
HiC_scaffold_2288	50518
HiC_scaffold_2289	50547
HiC_scaffold_2290	50277
HiC_scaffold_2292	50430
HiC_scaffold_2293	31227
HiC_scaffold_2294	51097
HiC_scaffold_2295	33945
HiC_scaffold_2296	1002
HiC_scaffold_2297	2592
HiC_scaffold_2298	15480
HiC_scaffold_2301	11463
HiC_scaffold_2302	9674
HiC_scaffold_2303	48899
HiC_scaffold_2304	49331
HiC_scaffold_2305	49811
HiC_scaffold_2306	49772
HiC_scaffold_2308	47189
HiC_scaffold_2309	2737
HiC_scaffold_2310	1852
HiC_scaffold_2312	4815
HiC_scaffold_2313	1236
HiC_scaffold_2314	1483
HiC_scaffold_2315	26369
HiC_scaffold_2316	1418
HiC_scaffold_2318	15864
HiC_scaffold_2319	21703
HiC_scaffold_2321	22717
HiC_scaffold_2322	7840
HiC_scaffold_2325	46907
HiC_scaffold_2326	3008
HiC_scaffold_2327	8278
HiC_scaffold_2328	12276
HiC_scaffold_2329	42553
HiC_scaffold_2330	48304
HiC_scaffold_2331	17804
HiC_scaffold_2332	1431
HiC_scaffold_2333	48029
HiC_scaffold_2334	20142
HiC_scaffold_2335	16385
HiC_scaffold_2336	18802
HiC_scaffold_2337	48387
HiC_scaffold_2338	869
HiC_scaffold_2339	12818
HiC_scaffold_2341	10520
HiC_scaffold_2342	47459
HiC_scaffold_2343	5120
HiC_scaffold_2345	2316
HiC_scaffold_2347	26016
HiC_scaffold_2348	3597
HiC_scaffold_2349	48239
HiC_scaffold_2350	45837
HiC_scaffold_2352	16631
HiC_scaffold_2353	45188
HiC_scaffold_2354	46740
HiC_scaffold_2355	14653
HiC_scaffold_2356	10329
HiC_scaffold_2357	9709
HiC_scaffold_2359	17609
HiC_scaffold_2360	11523
HiC_scaffold_2361	47570
HiC_scaffold_2362	31428
HiC_scaffold_2363	46614
HiC_scaffold_2364	45316
HiC_scaffold_2365	46702
HiC_scaffold_2367	3512
HiC_scaffold_2369	17964
HiC_scaffold_2371	11734
HiC_scaffold_2372	6359
HiC_scaffold_2373	14779
HiC_scaffold_2374	45675
HiC_scaffold_2375	1280
HiC_scaffold_2376	46493
HiC_scaffold_2377	46493
HiC_scaffold_2378	45925
HiC_scaffold_2379	46020
HiC_scaffold_2380	46203
HiC_scaffold_2382	45752
HiC_scaffold_2383	20998
HiC_scaffold_2384	22063
HiC_scaffold_2385	46210
HiC_scaffold_2387	44303
HiC_scaffold_2389	13907
HiC_scaffold_2391	10339
HiC_scaffold_2392	21619
HiC_scaffold_2394	18760
HiC_scaffold_2395	8998
HiC_scaffold_2396	8094
HiC_scaffold_2400	14195
HiC_scaffold_2401	45533
HiC_scaffold_2402	45474
HiC_scaffold_2403	14988
HiC_scaffold_2405	2111
HiC_scaffold_2406	11017
HiC_scaffold_2408	20183
HiC_scaffold_2410	1294
HiC_scaffold_2412	12943
HiC_scaffold_2413	22422
HiC_scaffold_2414	11624
HiC_scaffold_2415	1979
HiC_scaffold_2416	20363
HiC_scaffold_2417	44961
HiC_scaffold_2418	28455
HiC_scaffold_2419	21006
HiC_scaffold_2422	25574
HiC_scaffold_2423	45039
HiC_scaffold_2424	45970
HiC_scaffold_2425	20293
HiC_scaffold_2426	43523
HiC_scaffold_2428	2602
HiC_scaffold_2429	44852
HiC_scaffold_2430	43746
HiC_scaffold_2433	5634
HiC_scaffold_2435	44787
HiC_scaffold_2437	6681
HiC_scaffold_2439	42440
HiC_scaffold_2440	14886
HiC_scaffold_2447	43991
HiC_scaffold_2448	44570
HiC_scaffold_2449	21108
